Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
27.7,81.8,1.1,8.9,26.5,20.1,1.33,5.2,317
29.6,72.1,2.0,6.6,17.4,6.4,1.06,10.7,353
26.3,74.5,12.7,18.3,21.1,1.1,1.01,13.1,365
23.5,75.6,9.5,14.1,25.4,6.2,1.03,11.0,239
25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444
22.6,54.6,20.7,25.1,14.1,4.0,1.04,16.1,429
27.8,79.0,16.6,24.0,25.5,5.2,1.06,10.3,359
30.8,60.9,0.5,20.6,36.1,11.2,2.13,4.0,627
23.1,60.1,1.5,8.0,19.3,6.3,1.08,13.3,340
23.1,63.0,9.9,17.8,25.0,5.4,1.03,10.2,403
32.4,73.0,2.9,13.8,23.4,7.2,1.76,6.9,315
29.9,65.5,0.9,8.2,25.2,11.4,1.46,8.4,670
32.3,91.2,1.7,15.7,33.5,7.2,2.33,7.2,535
26.7,92.5,13.4,17.1,30.0,10.7,2.31,3.8,712
27.4,47.7,10.9,12.6,23.7,4.7,1.08,11.3,494
17.5,45.0,21.2,25.9,14.3,5.3,0.78,12.1,492
33.8,80.4,17.5,32.8,21.1,12.3,1.51,5.0,361
23.9,61.8,3.2,9.9,18.6,5.2,0.93,13.6,438
28.7,52.5,5.8,11.7,13.4,5.9,1.05,15.8,454
26.8,71.2,9.5,22.8,20.4,14.0,1.54,6.2,367
36.6,74.7,11.1,30.9,28.1,16.3,1.04,3.8,409
29.2,60.4,20.9,32.5,34.9,4.5,2.0,8.1,406
27.4,67.3,41.8,52.9,22.4,12.4,1.65,9.6,446
23.9,69.1,18.2,24.0,21.1,2.1,0.94,10.1,373
31.6,67.0,10.3,22.0,31.4,1.7,1.3,5.4,513
31.3,56.1,2.3,11.6,21.1,9.0,1.41,10.9,588
30.3,76.3,9.2,20.7,38.4,17.2,1.61,3.6,726
29.6,75.1,6.1,14.0,25.6,9.5,1.52,8.2,649
26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,613
22.8,81.2,13.0,18.9,18.5,6.8,1.04,15.0,215
20.1,67.0,1.9,8.8,26.6,6.5,1.06,12.6,383
23.1,53.9,9.2,12.1,15.8,0.5,0.99,10.6,365
26.4,64.0,25.7,31.6,32.1,12.5,1.64,10.0,589
40.0,94.4,30.9,48.1,41.2,11.4,2.6,5.8,860
31.5,53.9,2.5,10.8,29.9,12.7,1.58,5.3,395
39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,818
24.1,51.4,37.6,41.3,15.7,8.8,1.01,11.1,244
25.6,61.4,8.9,8.8,18.1,5.4,1.07,12.1,593
22.3,69.8,16.5,19.8,23.6,5.7,0.98,12.7,310
22.7,47.2,7.8,10.1,16.5,4.3,0.99,11.8,537
23.3,52.6,9.4,17.5,21.0,12.1,1.41,10.8,498
37.5,95.7,6.1,28.0,32.9,20.7,1.73,8.9,802
30.3,86.8,16.4,30.2,38.2,22.4,2.39,5.7,479
35.3,88.7,20.1,30.4,34.9,4.9,1.49,6.2,686
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442
21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,536
26.6,44.8,1.8,8.3,23.1,3.6,1.09,15.9,398
32.8,99.6,2.2,8.0,33.6,21.5,1.92,5.5,664
27.9,82.5,8.3,24.2,29.0,9.4,1.78,5.6,349
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335
38.6,54.8,38.0,48.2,22.1,16.5,1.63,6.0,437
28.0,50.9,1.0,6.3,23.0,5.3,0.87,13.2,381
38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638
20.4,43.9,11.8,15.9,25.7,9.0,1.06,13.8,480
26.2,67.3,10.2,19.3,20.8,9.9,1.66,6.4,419
17.5,73.8,3.3,8.8,16.2,8.4,0.83,10.8,217
30.7,54.4,1.5,8.9,21.6,11.2,1.73,5.6,565
26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432
22.0,70.7,34.7,46.7,19.8,10.5,1.78,5.6,691
32.9,49.6,24.0,28.5,22.0,8.8,1.64,5.3,518
27.9,48.1,1.3,14.6,32.5,0.9,1.55,7.0,449
24.0,60.3,1.5,8.1,22.2,6.0,1.14,11.1,301
33.6,63.7,4.7,13.0,24.8,2.7,1.46,6.5,368
33.2,88.1,7.0,16.1,29.8,11.1,1.45,5.1,332
30.7,80.4,5.4,12.4,24.5,12.9,1.22,5.3,639
27.4,79.5,27.5,31.7,31.0,11.2,1.35,5.3,367
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705
30.2,62.7,3.8,11.4,13.6,7.5,1.02,15.0,270
29.8,61.0,12.4,18.5,21.8,4.8,0.94,10.4,490
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459
30.9,90.7,38.7,52.0,37.0,3.6,1.65,5.3,451
30.7,71.1,26.1,34.5,19.0,3.2,0.78,11.3,512
34.7,74.8,6.6,19.6,26.4,12.7,1.6,8.5,304
20.9,58.2,17.5,23.6,18.8,3.9,0.94,10.9,420
20.9,68.0,3.9,11.2,19.7,5.9,1.05,14.3,416
30.1,54.7,5.2,7.2,30.1,18.6,1.65,5.8,520
22.6,62.1,16.4,21.3,17.6,4.8,0.93,11.5,324
32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792
39.0,76.1,9.4,22.0,37.0,14.4,2.45,6.2,533
24.5,65.2,8.3,14.3,15.0,5.4,1.0,11.2,368
24.0,86.0,35.5,50.3,29.5,7.0,1.56,5.1,586
25.1,61.0,17.5,36.0,27.6,17.5,1.51,6.6,458
36.4,82.7,19.7,36.6,39.2,15.9,1.72,9.0,782
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501
27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,231
25.3,42.3,10.7,13.0,11.9,2.3,1.0,10.2,381
32.7,79.1,17.2,29.7,23.9,17.0,1.25,7.5,504
22.1,41.0,14.8,20.3,12.8,4.9,1.18,15.0,217
37.8,64.8,0.2,23.6,17.8,6.6,1.71,5.2,643
28.7,58.3,32.9,45.6,26.7,13.6,1.6,7.3,352
24.6,78.6,8.0,12.4,23.1,4.4,0.98,10.1,501
18.5,71.0,13.2,20.4,19.4,5.2,0.89,12.0,550
36.8,68.5,4.8,16.5,29.2,1.8,1.32,6.2,323
24.9,54.3,21.7,38.0,18.9,9.1,1.45,9.6,437
28.9,57.9,16.4,23.1,20.6,3.4,0.89,12.5,527
22.2,74.9,0.2,3.5,16.5,4.4,0.88,10.8,243
31.6,85.1,4.5,19.4,29.0,11.9,1.23,6.3,429
29.2,65.3,5.7,17.2,33.5,17.0,1.54,5.6,295
30.6,51.1,8.3,10.1,23.1,5.7,1.11,15.0,221
31.5,66.9,4.6,14.6,24.7,19.7,2.47,7.5,761
37.0,96.6,14.8,25.2,40.6,14.7,2.11,10.2,673
25.5,85.4,13.3,26.0,35.7,9.6,1.54,6.6,662
37.0,72.5,22.8,30.2,25.5,10.9,1.16,5.4,318
32.6,64.2,48.1,51.6,30.2,15.1,1.54,5.7,355
24.0,64.7,6.5,10.9,18.4,1.9,1.0,10.6,455
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465
27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392
25.6,63.4,16.1,20.9,24.1,2.9,1.04,10.9,303
25.1,53.9,3.0,10.4,15.6,5.9,0.89,11.0,201
20.8,62.7,19.4,25.8,19.5,5.8,1.11,10.4,458
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189
23.5,70.8,4.6,13.3,35.7,4.8,1.45,12.5,345
29.3,52.3,22.6,31.6,25.6,7.0,1.68,6.5,508
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713
28.9,53.4,5.4,22.0,26.2,18.6,1.44,6.7,449
27.4,76.9,3.2,10.3,13.7,5.9,1.1,10.6,224
39.3,64.7,22.6,34.4,38.1,12.2,1.77,3.4,406
30.1,86.2,18.7,27.7,33.4,9.3,1.57,5.0,479
44.9,66.4,10.6,34.3,38.5,19.3,2.53,3.0,575
25.7,64.5,19.7,28.4,31.1,7.8,1.3,7.0,521
23.0,69.6,12.6,18.1,25.6,6.1,1.24,10.2,521
18.9,41.8,4.4,10.2,25.7,1.9,0.96,10.1,564
32.9,47.3,37.9,46.2,20.1,3.9,1.47,10.3,419
32.6,79.6,42.8,51.4,14.1,13.3,1.55,7.5,633
26.6,60.0,5.0,15.5,32.8,5.3,1.57,6.9,460
25.2,90.6,16.8,27.6,20.8,16.1,1.39,5.0,381
28.6,67.6,3.2,5.0,18.6,3.3,0.92,16.4,355
27.9,51.1,1.3,5.3,15.0,6.1,1.01,11.7,587
34.7,87.7,44.8,46.0,35.8,11.9,2.11,4.5,473
28.7,78.9,26.8,38.0,36.2,6.2,1.69,5.4,484
26.2,74.2,5.5,11.7,17.3,3.6,0.83,10.2,383
29.8,44.6,4.0,11.0,19.5,3.3,1.02,13.1,461
16.7,52.9,0.0,7.3,19.9,6.9,0.95,11.0,229
39.2,83.5,17.6,36.2,27.7,19.4,1.74,3.5,480
22.2,65.9,7.9,13.5,14.3,5.0,0.89,11.0,390
25.8,68.3,12.6,19.0,13.0,6.6,1.09,11.2,310
26.7,54.1,27.6,31.9,20.8,11.6,0.97,11.1,213
23.0,86.2,9.1,25.3,34.8,12.5,1.99,3.9,559
32.0,48.8,0.7,15.8,16.9,8.6,1.65,5.2,662
23.0,48.9,0.5,8.8,20.2,4.5,1.08,11.9,496
32.7,77.8,2.9,11.1,27.8,12.3,1.86,5.7,426
28.3,80.8,3.3,7.9,19.8,2.0,0.92,10.9,253
39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450
34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,548
32.8,56.3,11.8,15.8,13.7,4.7,0.97,11.8,286
30.4,80.0,10.6,17.9,19.3,3.8,0.87,12.5,464
19.2,73.8,4.1,7.2,14.3,4.0,1.1,10.7,448
32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534
31.7,72.8,9.1,18.7,25.8,6.4,1.53,5.6,549
18.0,53.4,13.8,18.3,24.9,4.9,1.09,13.4,231
31.6,52.0,0.7,13.8,28.7,12.1,1.45,6.5,549
32.2,62.7,1.5,7.6,19.7,4.3,0.95,10.3,348
31.7,54.2,16.8,26.0,32.6,11.2,1.76,5.8,514
16.5,66.4,11.7,15.8,11.7,3.6,0.97,13.5,548
24.6,48.9,6.5,14.6,17.0,4.6,0.96,12.1,264
24.7,55.3,11.2,15.3,12.5,6.6,0.99,17.5,200
30.5,82.0,13.4,26.6,29.8,12.4,1.71,4.0,473
37.3,77.6,20.0,22.4,30.0,14.8,1.92,4.5,516
27.6,54.2,9.4,14.9,25.7,2.8,1.05,12.4,525
29.5,54.6,40.8,48.3,30.7,9.5,1.52,5.0,642
32.4,60.2,0.7,10.0,34.7,11.2,1.59,8.6,717
30.1,86.8,7.3,22.4,27.9,6.0,1.29,6.0,690
36.3,57.5,15.0,34.4,36.2,17.1,2.36,3.7,446
24.8,44.9,2.7,12.5,12.7,3.2,0.96,12.2,405
23.3,42.6,7.4,10.6,23.7,5.2,1.14,13.4,292
21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,348
30.7,81.9,0.5,11.4,26.4,20.0,1.71,5.2,650
24.2,43.1,13.7,20.4,15.7,7.6,1.04,11.3,365
27.1,63.0,15.9,18.5,15.7,6.9,0.96,10.3,383
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354
23.5,44.5,3.6,8.1,23.2,1.6,1.02,10.3,221
30.9,66.2,17.4,20.8,12.5,4.9,0.93,11.4,459
20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,276
25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401
24.5,41.7,24.9,29.5,20.3,5.6,0.99,12.4,285
32.2,55.9,10.8,18.0,21.9,0.5,1.59,8.5,476
36.4,78.0,50.8,57.2,22.6,8.5,1.55,5.3,583
28.0,86.9,7.1,16.5,19.6,7.8,1.77,5.7,665
24.3,77.6,16.9,29.0,34.7,8.9,1.22,9.0,316
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489
27.5,69.5,2.4,10.0,22.2,5.8,0.99,11.1,462
35.6,57.6,19.4,33.5,35.1,10.0,1.57,5.1,424
34.8,88.5,15.1,26.4,34.0,8.4,1.7,5.5,577
20.0,78.2,1.8,5.5,13.9,7.8,1.03,11.1,560
21.1,59.4,28.0,37.8,33.8,11.5,1.32,5.4,496
25.1,42.2,5.7,11.7,16.5,1.5,0.93,10.2,249
33.8,89.3,14.1,25.3,23.0,11.3,1.33,9.1,671
28.7,45.3,42.8,47.4,11.7,2.9,1.04,19.3,577
26.4,63.7,7.3,11.2,30.1,11.6,1.13,8.7,507
29.2,93.2,35.8,46.6,34.6,11.0,1.34,6.9,346
28.1,42.5,0.3,5.1,16.1,5.7,0.99,11.6,326
30.8,55.6,15.0,22.3,22.0,15.9,1.64,6.1,451
31.3,73.7,20.3,30.7,31.5,12.5,1.76,7.3,512
31.4,81.8,4.3,17.5,21.8,12.8,1.47,5.1,437
23.1,72.0,0.4,7.5,13.9,8.1,0.95,10.2,310
23.6,76.1,1.2,5.8,25.8,4.5,1.01,10.2,306
30.8,67.6,6.0,15.4,29.2,6.0,1.42,8.7,564
22.5,43.3,3.3,8.3,26.3,5.6,0.97,10.4,434
24.9,63.5,6.1,13.9,17.2,4.3,1.18,16.4,390
22.5,58.3,25.8,32.3,26.9,3.3,0.97,10.3,501
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297
22.2,75.7,19.0,20.7,20.1,5.3,1.03,10.7,316
26.4,72.7,2.4,6.2,20.3,9.0,0.94,10.1,431
29.1,79.2,3.8,12.6,29.2,-0.5,1.7,6.0,436
35.2,71.9,0.7,5.3,26.6,5.2,0.98,11.2,442
29.8,67.0,23.0,39.7,27.3,12.5,2.27,7.2,639
40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469
28.3,59.6,26.3,36.6,17.7,9.4,1.45,6.0,278
30.8,81.0,11.7,27.0,21.7,6.0,1.73,9.4,443
32.3,77.3,28.8,54.3,21.8,11.2,2.21,5.0,478
23.5,67.0,1.8,6.8,19.6,4.0,1.07,10.8,320
29.3,74.8,7.0,13.3,19.8,5.2,1.05,11.6,539
34.4,75.8,7.2,22.6,35.5,12.0,1.42,9.5,582
28.1,89.9,31.9,39.6,21.3,15.8,1.72,5.6,697
24.4,38.2,4.7,10.9,20.8,1.3,0.72,10.8,429
21.3,75.7,28.7,33.5,14.8,3.2,1.1,11.4,243
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488
22.9,51.6,3.3,7.0,12.3,5.8,0.88,12.0,349
31.5,66.1,1.5,9.5,23.4,8.2,1.39,6.6,691
20.1,77.9,1.4,4.9,14.9,2.1,0.88,10.5,536
30.7,77.7,36.5,46.0,24.2,9.1,1.5,6.5,345
30.6,57.1,6.5,16.8,21.0,8.8,1.74,5.3,543
31.2,51.4,28.1,41.1,15.6,12.1,1.44,5.7,386
22.9,63.8,2.9,9.4,16.7,0.4,0.98,10.7,593
29.0,84.3,8.7,14.7,31.6,11.9,1.53,10.4,475
24.1,61.0,10.3,15.5,20.0,4.1,0.94,14.3,203
25.2,85.8,47.2,55.6,25.4,11.5,1.35,7.8,337
22.9,79.0,21.3,29.3,20.7,6.0,0.98,10.2,588
29.3,77.6,16.2,24.9,26.2,11.1,1.38,10.2,442
19.5,51.5,2.1,9.5,17.0,2.8,0.95,11.9,471
23.2,71.3,8.2,13.1,25.7,8.1,1.04,10.5,218
26.0,54.6,3.9,10.0,23.6,4.3,1.11,11.4,298
16.4,40.9,25.0,28.3,19.1,4.0,1.15,12.5,459
26.9,40.0,15.7,18.9,14.2,4.1,1.17,10.7,598
23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509
26.8,67.2,7.9,17.1,25.1,6.7,0.99,11.9,547
28.1,47.9,2.7,6.7,26.0,8.3,1.03,11.1,228
25.0,49.7,1.1,5.4,17.9,5.0,1.15,10.5,447
35.7,82.0,40.5,57.9,25.3,13.6,2.14,7.7,614
38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497
43.0,96.5,14.6,38.1,39.7,17.3,2.17,5.4,591
36.2,77.1,35.3,43.9,20.4,14.4,1.38,5.6,599
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480
24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334
24.9,60.1,8.8,16.7,22.5,2.6,0.97,15.5,589
25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493
32.6,71.9,48.0,60.0,30.8,6.8,2.0,5.0,388
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640
35.5,84.7,9.4,20.0,25.3,14.9,1.55,6.7,626
23.0,45.5,11.1,17.6,26.9,3.5,1.17,14.5,410
30.8,84.4,34.2,50.3,27.8,16.1,1.3,5.1,416
26.7,50.1,33.2,43.6,26.9,11.5,1.23,10.8,651
28.5,50.7,27.0,32.5,18.0,5.1,1.04,10.3,396
31.2,53.7,29.4,43.3,29.6,15.4,1.44,8.3,432
25.2,61.7,27.9,33.6,12.7,5.5,1.08,11.9,300
25.0,81.8,20.2,28.7,17.5,2.3,1.06,10.6,386
25.6,60.3,21.4,34.0,30.4,3.7,1.37,7.8,315
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617
28.7,75.2,3.4,7.9,23.3,5.0,0.83,10.3,425
31.4,81.3,12.3,15.1,31.7,11.9,1.44,5.5,447
24.6,48.4,8.3,15.4,23.3,4.6,1.03,11.2,461
29.4,51.6,29.3,40.2,27.9,11.2,1.72,5.8,591
42.2,76.5,39.0,53.0,31.2,13.5,2.3,5.2,458
19.6,60.0,2.5,7.0,22.7,4.8,1.01,11.8,594
24.3,67.0,1.0,4.1,22.2,3.3,0.86,10.9,530
27.0,78.8,2.8,3.4,19.1,7.0,1.05,11.6,420
44.0,104.8,22.5,48.3,35.8,12.4,2.03,3.4,627
21.0,93.8,6.3,19.4,37.5,13.6,2.18,3.9,669
32.3,69.5,0.4,10.8,32.6,8.2,1.35,5.8,643
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564
42.3,96.6,4.3,16.1,37.7,3.2,2.44,3.4,421
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544
23.6,56.0,24.7,29.9,17.1,4.7,1.1,15.0,540
25.2,71.0,10.8,14.9,14.6,5.8,1.05,12.6,479
21.2,52.0,0.2,3.9,17.9,4.5,0.95,10.5,278
32.3,65.7,8.7,19.1,28.3,11.6,1.36,6.4,322
25.0,55.9,15.9,22.9,16.0,8.3,1.07,10.6,329
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437
24.2,56.3,9.6,16.3,15.3,5.0,1.04,12.9,387
34.2,106.5,32.9,49.0,26.7,18.9,2.08,8.4,770
31.0,79.6,17.3,30.5,31.4,5.1,1.69,8.9,347
29.2,54.5,15.8,18.0,12.2,6.4,1.15,13.2,498
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638
24.5,56.2,24.6,29.6,13.5,4.3,0.93,11.5,364
23.9,65.3,26.1,33.5,22.3,1.4,1.03,12.6,499
28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483
24.6,45.1,0.4,6.4,21.2,1.7,0.94,10.1,226
24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365
22.2,57.7,6.3,12.5,24.5,7.8,1.11,12.6,352
27.2,42.8,12.5,15.0,14.6,3.3,1.1,10.9,284
22.1,54.0,10.6,15.4,13.9,8.9,1.0,10.5,265
27.8,85.9,24.2,35.3,28.1,8.0,1.31,8.5,497
26.3,49.5,1.6,5.6,22.0,1.2,1.05,11.2,207
31.2,93.7,6.3,10.9,19.0,14.2,1.51,7.1,344
18.0,44.7,18.5,22.8,21.2,9.6,0.99,16.0,470
24.5,65.3,29.4,38.1,33.4,2.0,1.23,6.0,616
14.4,45.8,44.3,49.1,15.4,1.6,0.87,10.8,486
41.4,65.4,34.3,52.8,42.7,9.4,1.87,2.5,721
32.3,78.2,25.8,39.1,31.5,7.0,1.5,5.2,380
36.2,76.4,35.3,47.4,30.3,9.9,1.54,6.5,309
21.5,65.3,13.8,19.2,12.5,5.7,1.05,11.2,230
44.4,70.0,13.0,26.5,36.2,9.2,1.89,2.7,685
26.0,81.8,8.4,20.4,28.8,5.6,1.49,5.5,596
40.1,95.2,11.5,30.1,34.8,18.6,1.88,5.4,803
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445
27.4,54.4,6.2,10.0,24.7,4.2,0.92,12.0,339
26.1,46.3,4.7,10.9,19.3,3.2,1.18,17.6,471
31.0,72.1,1.5,17.4,28.5,5.9,1.7,5.1,332
23.6,53.8,7.6,10.4,16.9,4.1,1.07,10.2,434
23.0,53.6,0.3,4.9,24.6,4.8,1.02,10.3,581
25.7,54.3,39.2,47.7,22.9,5.0,1.05,12.6,430
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,260
44.0,111.0,20.6,39.6,34.3,6.6,1.95,4.2,741
38.6,58.3,9.6,29.6,28.4,13.7,2.17,3.5,422
34.4,94.5,25.5,48.8,26.3,9.9,1.47,9.3,457
21.9,74.0,14.4,19.4,17.5,4.3,1.07,10.1,483
26.8,48.9,32.6,34.3,17.4,5.7,0.92,10.6,233
30.5,71.8,26.3,33.4,14.4,8.5,1.11,10.3,534
39.7,82.2,2.2,11.8,25.6,9.4,2.2,4.1,562
32.9,49.7,42.5,40.5,21.1,13.9,1.7,5.7,374
27.6,69.4,2.9,9.9,12.4,2.0,0.97,13.2,375
28.4,71.7,13.3,15.0,16.8,8.2,1.11,11.4,360
33.7,89.4,30.0,47.3,26.5,8.1,1.41,6.0,613
36.0,59.4,18.1,20.1,29.2,10.0,1.29,13.4,527
23.8,73.6,36.9,42.2,28.3,5.7,1.07,15.3,555
31.5,51.8,30.4,41.3,28.9,10.9,1.34,5.6,565
34.3,78.8,2.4,14.6,34.4,9.2,1.79,4.3,681
24.6,66.9,14.4,19.2,25.2,5.9,1.01,10.3,279
27.6,51.3,6.0,12.7,32.6,6.4,1.44,5.1,386
27.2,60.5,1.3,4.7,22.7,3.7,0.95,16.1,241
35.3,66.8,25.8,35.6,43.0,14.6,1.96,4.8,666
39.2,68.0,4.0,18.4,30.2,16.8,1.77,3.8,763
34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501
22.9,41.7,26.8,33.4,11.9,1.1,0.89,11.0,359
29.0,61.4,11.0,17.4,36.6,10.8,1.52,10.7,326
31.0,42.0,8.4,12.3,15.1,7.3,0.88,11.8,594
29.9,46.2,5.9,12.2,13.3,4.7,0.99,10.0,377
29.8,74.1,1.9,6.8,26.0,4.2,0.94,10.7,250
29.2,83.7,5.8,20.6,25.7,11.9,1.46,5.1,698
31.3,49.2,7.2,14.9,29.3,11.9,1.37,6.7,340
24.5,44.8,21.1,29.1,23.9,6.7,0.95,17.8,491
33.2,62.2,6.3,15.7,19.0,1.1,1.14,11.3,546
25.5,51.0,10.2,14.7,14.7,6.1,1.07,11.0,214
24.1,47.7,15.6,17.9,17.7,2.9,1.02,12.9,426
22.6,59.5,2.1,9.3,12.4,7.5,0.95,12.5,451
27.3,67.9,38.9,49.8,22.4,12.2,1.52,5.1,564
30.1,51.5,9.4,14.9,13.8,2.0,0.97,10.2,240
24.6,76.5,13.9,21.6,20.0,5.9,1.11,10.8,414
25.6,77.7,34.1,39.8,18.2,2.6,1.24,10.4,380
33.1,72.0,30.3,48.8,30.8,11.8,1.12,6.2,341
27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529
45.2,88.9,9.9,28.9,33.6,18.9,2.37,6.9,574
30.7,84.2,22.4,38.4,26.8,12.3,1.34,6.1,399
35.7,102.1,39.7,49.8,19.5,13.0,2.04,7.2,472
24.5,68.7,2.6,8.3,18.2,7.2,0.77,10.4,253
27.7,58.8,39.1,50.7,33.0,9.8,1.43,7.9,408
40.3,81.9,2.0,17.8,37.5,17.1,2.05,4.3,444
32.2,65.2,28.8,37.0,26.6,10.4,1.72,7.0,538
34.9,96.9,11.4,30.2,36.5,20.3,1.89,6.8,680
29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565
31.2,54.1,8.2,15.0,16.3,4.6,0.88,14.8,531
26.3,65.7,1.3,5.5,18.3,5.9,0.85,13.0,529
32.8,57.7,11.1,22.9,25.7,8.4,1.23,8.4,398
22.4,46.5,7.1,12.7,27.8,3.4,0.92,10.9,473
30.9,78.3,10.5,24.0,35.2,15.4,1.35,11.6,326
18.8,46.7,0.6,5.5,13.4,7.0,1.01,11.5,484
26.8,47.4,8.7,14.2,14.3,3.6,1.08,10.9,344
20.2,76.5,9.5,13.9,14.3,4.4,0.89,11.1,471
22.0,52.2,12.3,19.1,27.3,4.9,0.86,12.0,316
28.6,88.5,0.4,11.6,20.1,16.8,1.93,8.8,657
30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561
18.5,51.6,3.8,6.4,26.3,8.3,1.17,10.6,215
23.3,70.8,23.7,36.1,23.5,8.4,1.43,7.6,450
25.8,65.3,27.6,32.9,15.2,7.2,1.12,10.4,287
37.3,90.7,33.6,43.8,35.6,19.6,2.45,3.1,754
32.6,54.3,5.7,19.6,25.9,11.8,1.35,7.0,649
23.1,80.1,10.4,14.9,23.3,6.0,1.0,10.6,332
32.3,53.7,39.7,43.7,27.2,12.5,1.59,5.0,363
23.4,64.4,7.2,11.4,12.4,6.2,1.01,13.5,295
28.2,63.8,2.4,7.5,20.9,6.8,0.83,10.6,317
34.6,81.4,21.9,32.1,29.6,1.9,1.19,6.9,512
22.6,76.4,15.6,18.6,24.2,4.7,1.04,12.6,430
26.5,76.9,2.5,7.6,19.6,4.5,1.0,11.3,500
40.5,75.6,0.8,10.8,20.8,11.4,1.69,5.6,645
23.0,66.7,8.8,12.3,16.8,4.8,1.08,10.4,316
21.9,48.9,6.7,11.1,13.7,7.1,0.93,11.4,549
37.7,78.2,22.0,25.8,17.9,9.3,1.97,6.0,697
28.5,74.7,9.4,16.7,17.5,9.1,1.06,11.2,304
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239
22.0,51.1,26.0,27.3,23.0,8.2,1.03,14.4,384
23.1,57.1,1.0,6.9,22.8,5.6,0.94,12.0,535
26.2,51.7,3.5,9.0,27.6,5.7,0.98,10.1,542
30.9,51.6,0.6,5.3,20.0,6.9,1.02,13.0,484
38.8,92.5,8.3,29.0,32.8,8.3,2.19,3.9,698
26.9,59.1,21.4,33.0,22.2,9.2,1.14,5.5,398
30.3,69.4,41.8,51.2,22.5,5.8,1.57,6.1,434
31.0,59.6,5.0,16.8,24.2,13.6,1.38,6.3,443
22.3,80.5,4.5,12.0,17.2,6.3,1.18,10.4,232
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447
25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,226
35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546
36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388
19.6,74.7,1.0,4.6,22.9,4.1,0.94,10.4,388
23.0,44.5,2.3,10.6,13.7,6.3,1.13,11.5,537
34.1,67.7,8.4,18.5,25.0,10.7,1.52,10.2,460
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447
36.1,84.1,25.6,42.0,35.7,14.7,2.39,5.3,444
